"city","year","value"
"Athens","1986",4.72846698760986
"Athens","1987",5.02763414382935
"Athens","1988",5.23133134841919
"Athens","1989",5.04108905792236
"Athens","1990",5.18243741989136
"Athens","1991",5.26165008544922
"Athens","1992",5.36868000030518
"Athens","1993",5.42448234558105
"Athens","1994",5.68055820465088
"Athens","1995",5.7141489982605
"Athens","1996",5.79251289367676
"Athens","1997",5.95522451400757
"Athens","1998",6.01828575134277
"Athens","1999",5.96072483062744
"Athens","2000",6.12295246124268
"Athens","2001",6.39640712738037
"Athens","2002",6.63439226150513
"Athens","2003",6.98414993286133
"Athens","2004",7.27413463592529
"Athens","2005",7.34719514846802
"Athens","2006",7.39424133300781
"Athens","2007",7.66789293289185
"Athens","2008",7.78507471084595
"Athens","2009",7.99113512039185
"Athens","2010",8.0874080657959
"Athens","2011",8.65199851989746
"Athens","2012",8.59871101379395
"Athens","2013",8.77663612365723
"Athens","2014",9.03786277770996
"Athens","2015",9.211256980896
"Athens","2016",9.41306018829346
"Athens","2017",9.60407447814941
"Athens","2018",9.59566497802734
"Athens","2019",9.94381713867188
"Athens","2020",10.144907951355
"Athens","2021",10.4176816940308
"Athens","2022",10.860728263855
"Athens","2023",11.1997747421265
"Athens","2024",11.3467445373535
"Athens","2025",11.5867443084717
"Athens","2026",12.1113815307617
"Athens","2027",12.3609580993652
"Athens","2028",12.7401552200317
"Athens","2029",13.0966854095459
"Athens","2030",13.0950345993042
"Athens","2031",13.4825201034546
"Athens","2032",13.7978382110596
"Athens","2033",14.1502323150635
"Athens","2034",14.28391456604
"Athens","2035",14.6513252258301
"Athens","2036",15.476674079895
"Athens","2037",15.5553712844849
"Athens","2038",16.2169780731201
"Athens","2039",16.5428276062012
"Athens","2040",17.1691913604736
"Athens","2041",17.2495555877686
"Athens","2042",17.9748287200928
"Athens","2043",18.104736328125
"Athens","2044",18.3562088012695
"Athens","2045",18.5339660644531
"Athens","2046",18.9780578613281
"Athens","2047",19.0563011169434
"Athens","2048",19.4637260437012
"Athens","2049",20.1451511383057
"Athens","2050",20.477029800415
"Athens","2051",20.5961513519287
"Athens","2052",20.8994693756104
"Athens","2053",21.3365154266357
"Athens","2054",21.2462882995605
"Athens","2055",21.4231224060059
"Athens","2056",21.2955322265625
"Athens","2057",21.7064266204834
"Athens","2058",21.917459487915
"Athens","2059",22.136079788208
"Athens","2060",22.7338981628418
"Athens","2061",22.7553539276123
"Athens","2062",22.876974105835
"Athens","2063",23.1089916229248
"Athens","2064",23.3469314575195
"Athens","2065",23.7440814971924
"Athens","2066",23.7951278686523
"Athens","2067",24.5076580047607
"Athens","2068",24.5157642364502
"Athens","2069",24.7445373535156
"Athens","2070",24.5551433563232
"Athens","2071",24.352689743042
"Athens","2072",24.3772506713867
"Athens","2073",24.795295715332
"Athens","2074",25.0342960357666
"Athens","2075",25.6010227203369
"Athens","2076",25.6762790679932
"Athens","2077",25.7627658843994
"Athens","2078",25.6271018981934
"Athens","2079",25.3412227630615
"Athens","2080",25.3474788665771
"Athens","2081",25.7372989654541
"Athens","2082",25.8311767578125
"Athens","2083",25.9817523956299
"Athens","2084",26.7957382202148
"Athens","2085",26.9812526702881
"Barcelona","1986",3.00462651252747
"Barcelona","1987",3.11053705215454
"Barcelona","1988",3.2334578037262
"Barcelona","1989",2.9748809337616
"Barcelona","1990",3.01118779182434
"Barcelona","1991",3.0055844783783
"Barcelona","1992",3.22242856025696
"Barcelona","1993",3.53047776222229
"Barcelona","1994",3.55041933059692
"Barcelona","1995",3.83848452568054
"Barcelona","1996",3.84447240829468
"Barcelona","1997",4.00401926040649
"Barcelona","1998",4.29787683486938
"Barcelona","1999",4.55722856521606
"Barcelona","2000",4.67302370071411
"Barcelona","2001",5.17540454864502
"Barcelona","2002",5.49834251403809
"Barcelona","2003",5.55206775665283
"Barcelona","2004",5.93470144271851
"Barcelona","2005",6.2060284614563
"Barcelona","2006",6.2848596572876
"Barcelona","2007",6.49185419082642
"Barcelona","2008",6.80101585388184
"Barcelona","2009",6.90898752212524
"Barcelona","2010",6.97975826263428
"Barcelona","2011",7.06130218505859
"Barcelona","2012",7.50842332839966
"Barcelona","2013",7.77975034713745
"Barcelona","2014",8.01186847686768
"Barcelona","2015",8.22024917602539
"Barcelona","2016",8.15895938873291
"Barcelona","2017",8.34614181518555
"Barcelona","2018",8.18520832061768
"Barcelona","2019",8.55670070648193
"Barcelona","2020",8.78736209869385
"Barcelona","2021",8.9037914276123
"Barcelona","2022",8.94785022735596
"Barcelona","2023",8.82372570037842
"Barcelona","2024",8.87140941619873
"Barcelona","2025",9.41257667541504
"Barcelona","2026",9.5487699508667
"Barcelona","2027",10.184175491333
"Barcelona","2028",10.6405477523804
"Barcelona","2029",11.0208301544189
"Barcelona","2030",11.4642152786255
"Barcelona","2031",11.1985607147217
"Barcelona","2032",11.0014743804932
"Barcelona","2033",12.0073137283325
"Barcelona","2034",12.0798301696777
"Barcelona","2035",11.9373874664307
"Barcelona","2036",12.5445995330811
"Barcelona","2037",13.0061655044556
"Barcelona","2038",13.0924644470215
"Barcelona","2039",13.3294982910156
"Barcelona","2040",13.7599754333496
"Barcelona","2041",14.4212865829468
"Barcelona","2042",14.2883605957031
"Barcelona","2043",14.5037412643433
"Barcelona","2044",14.890438079834
"Barcelona","2045",15.2313280105591
"Barcelona","2046",15.5895528793335
"Barcelona","2047",15.6237497329712
"Barcelona","2048",16.1512832641602
"Barcelona","2049",16.5910778045654
"Barcelona","2050",17.0296268463135
"Barcelona","2051",17.6287727355957
"Barcelona","2052",17.7956523895264
"Barcelona","2053",18.1304779052734
"Barcelona","2054",18.4614124298096
"Barcelona","2055",18.479564666748
"Barcelona","2056",18.9691104888916
"Barcelona","2057",18.8282299041748
"Barcelona","2058",18.791675567627
"Barcelona","2059",18.9570140838623
"Barcelona","2060",19.0971927642822
"Barcelona","2061",19.7804775238037
"Barcelona","2062",20.5018157958984
"Barcelona","2063",19.9601955413818
"Barcelona","2064",19.9539470672607
"Barcelona","2065",20.3984680175781
"Barcelona","2066",20.3306350708008
"Barcelona","2067",20.6628303527832
"Barcelona","2068",20.700267791748
"Barcelona","2069",21.4457530975342
"Barcelona","2070",21.5155944824219
"Barcelona","2071",21.3795547485352
"Barcelona","2072",22.0018539428711
"Barcelona","2073",22.4168567657471
"Barcelona","2074",22.8408012390137
"Barcelona","2075",22.7591075897217
"Barcelona","2076",22.8242130279541
"Barcelona","2077",22.8248462677002
"Barcelona","2078",23.29030418396
"Barcelona","2079",23.381929397583
"Barcelona","2080",23.4274158477783
"Barcelona","2081",23.3850727081299
"Barcelona","2082",23.7902545928955
"Barcelona","2083",24.1614818572998
"Barcelona","2084",24.4063568115234
"Barcelona","2085",24.3524723052979
"Budapest","1986",3.6646146774292
"Budapest","1987",3.78641104698181
"Budapest","1988",4.03211688995361
"Budapest","1989",3.91693735122681
"Budapest","1990",3.98500657081604
"Budapest","1991",4.31295490264893
"Budapest","1992",4.54637289047241
"Budapest","1993",4.68144702911377
"Budapest","1994",4.69583177566528
"Budapest","1995",4.70937919616699
"Budapest","1996",4.83213949203491
"Budapest","1997",5.09845018386841
"Budapest","1998",5.29463863372803
"Budapest","1999",5.388671875
"Budapest","2000",5.48655891418457
"Budapest","2001",5.65251541137695
"Budapest","2002",5.93413209915161
"Budapest","2003",6.00768709182739
"Budapest","2004",6.15002202987671
"Budapest","2005",6.42774295806885
"Budapest","2006",6.50274276733398
"Budapest","2007",6.38559484481812
"Budapest","2008",6.4725284576416
"Budapest","2009",6.57485294342041
"Budapest","2010",6.67849540710449
"Budapest","2011",7.01601219177246
"Budapest","2012",7.25451755523682
"Budapest","2013",7.65443277359009
"Budapest","2014",7.83925342559814
"Budapest","2015",8.19961547851562
"Budapest","2016",8.3642110824585
"Budapest","2017",8.53657531738281
"Budapest","2018",8.15986061096191
"Budapest","2019",8.42263126373291
"Budapest","2020",8.5442419052124
"Budapest","2021",8.20708084106445
"Budapest","2022",8.38480186462402
"Budapest","2023",8.43752288818359
"Budapest","2024",8.68817329406738
"Budapest","2025",9.11830234527588
"Budapest","2026",9.19562721252441
"Budapest","2027",9.51913928985596
"Budapest","2028",9.66022300720215
"Budapest","2029",9.81443119049072
"Budapest","2030",9.8832950592041
"Budapest","2031",10.0641355514526
"Budapest","2032",10.2186145782471
"Budapest","2033",10.7708539962769
"Budapest","2034",11.0617685317993
"Budapest","2035",11.1556749343872
"Budapest","2036",11.7341480255127
"Budapest","2037",12.1810026168823
"Budapest","2038",12.5385417938232
"Budapest","2039",12.8531532287598
"Budapest","2040",13.191743850708
"Budapest","2041",13.5238008499146
"Budapest","2042",13.958890914917
"Budapest","2043",13.8613004684448
"Budapest","2044",14.0153408050537
"Budapest","2045",14.3706817626953
"Budapest","2046",14.8562545776367
"Budapest","2047",15.1097288131714
"Budapest","2048",15.6690664291382
"Budapest","2049",16.1339740753174
"Budapest","2050",16.4484424591064
"Budapest","2051",16.9163017272949
"Budapest","2052",17.2022285461426
"Budapest","2053",17.7754039764404
"Budapest","2054",17.9798412322998
"Budapest","2055",17.7779560089111
"Budapest","2056",17.9700202941895
"Budapest","2057",17.7561187744141
"Budapest","2058",17.8585433959961
"Budapest","2059",17.8534126281738
"Budapest","2060",18.3754787445068
"Budapest","2061",18.3499984741211
"Budapest","2062",18.3626689910889
"Budapest","2063",18.2353858947754
"Budapest","2064",18.0809059143066
"Budapest","2065",18.4211101531982
"Budapest","2066",18.5629043579102
"Budapest","2067",18.9715747833252
"Budapest","2068",18.6680183410645
"Budapest","2069",18.8148555755615
"Budapest","2070",19.1104183197021
"Budapest","2071",18.6877861022949
"Budapest","2072",18.9351921081543
"Budapest","2073",19.3503265380859
"Budapest","2074",19.3582191467285
"Budapest","2075",19.4214286804199
"Budapest","2076",19.0524806976318
"Budapest","2077",18.7967414855957
"Budapest","2078",18.733024597168
"Budapest","2079",18.7556571960449
"Budapest","2080",18.866247177124
"Budapest","2081",19.2738704681396
"Budapest","2082",19.3210639953613
"Budapest","2083",19.2886524200439
"Budapest","2084",19.573600769043
"Budapest","2085",19.5869369506836
"London","1986",3.40300273895264
"London","1987",3.61123061180115
"London","1988",3.82390785217285
